#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,Food origin,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types,Outbreak
"Salmonella enterica","FSIS1710954","""FSIS1710954"",""SRS2062762""","Enteritidis","PDT000195822.2","2017-03-21T23:36:16Z","USA:AR","raw intact chicken","environmental/other","USA:AR","PDS000030237.1646",1,0,"SAMN06624563","GCA_009167245.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710951","""FSIS1710951"",""SRS2062767""","Enteritidis","PDT000195827.2","2017-03-21T23:36:17Z","USA:TX","chicken carcass","environmental/other","USA:TX","PDS000030237.1646",5,1,"SAMN06624580","GCA_009165625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710943","""FSIS1710943"",""SRS2062770""","Enteritidis","PDT000195830.2","2017-03-21T23:36:18Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000030237.1646",2,4,"SAMN06624572","GCA_009165545.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057663","""CFSAN057663"",""SE- 73"",""SRS1875800""","Enteritidis","PDT000195862.1","2017-03-20T13:14:10Z","USA","chicken meat","environmental/other","Brazil",,,,"SAMN06073958","GCA_002038345.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057678","""CFSAN057678"",""SE- 114"",""SRS1875815""","Enteritidis","PDT000195869.1","2017-03-20T13:16:06Z","USA","homemade mayonnaise","environmental/other","Brazil","PDS000184417.155",0,0,"SAMN06074003","GCA_002038485.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057686","""CFSAN057686"",""SE- 126"",""SRS1875823""","Enteritidis","PDT000195874.1","2017-03-20T13:18:07Z","USA","homemade mayonnaise","environmental/other","Brazil","PDS000218745.3",0,0,"SAMN06073995","GCA_002038585.1","gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=2:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057702","""CFSAN057702"",""SE- 150"",""SRS1875058""","Enteritidis","PDT000195883.1","2017-03-20T13:22:08Z","USA","egg","environmental/other","Brazil","PDS000218745.3",0,0,"SAMN06074042","GCA_002038765.1","gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE",,
"Salmonella enterica","CFSAN057711","""CFSAN057711"",""SE- 168"",""SRS1875066""","Enteritidis","PDT000195888.1","2017-03-20T13:25:06Z","USA","homemade mayonnaise","environmental/other","Brazil","PDS000218745.3",0,0,"SAMN06074033","GCA_002038865.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057709","""CFSAN057709"",""SE- 164"",""SRS1875071""","Enteritidis","PDT000195892.1","2017-03-20T13:27:07Z","USA","homemade mayonnaise","environmental/other","Brazil","PDS000218745.3",0,0,"SAMN06074035","GCA_002038945.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057673","""CFSAN057673"",""SE- 88"",""SRS1875813""","Enteritidis","PDT000195929.1","2017-03-20T13:41:13Z","USA","homemade mayonnaise","environmental/other","Brazil","PDS000218745.3",0,0,"SAMN06074008","GCA_002039685.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057701","""CFSAN057701"",""SE- 147"",""SRS1875057""","Enteritidis","PDT000195939.1","2017-03-20T13:47:13Z","USA","homemade mayonnaise","environmental/other","Brazil","PDS000218745.3",0,0,"SAMN06074043","GCA_002039865.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057708","""CFSAN057708"",""SE- 162"",""SRS1875065""","Enteritidis","PDT000195943.1","2017-03-20T13:48:22Z","USA","homemade mayonnaise","environmental/other","Brazil","PDS000218745.3",0,0,"SAMN06074036","GCA_002039965.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057845","""CFSAN057845"",""SE- 460"",""SRS1909679""","Enteritidis","PDT000196029.1","2017-03-20T14:36:12Z","USA","chicken carcass","environmental/other","Brazil","PDS000218745.3",4,14,"SAMN06074187","GCA_002041695.1","gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057862","""CFSAN057862"",""SE- 2819"",""SRS1909687""","Enteritidis","PDT000196035.1","2017-03-20T14:38:09Z","USA","chicken meat","environmental/other","Brazil","PDS000218745.3",24,11,"SAMN06074170","GCA_002041835.1","gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057860","""CFSAN057860"",""SE- 2252"",""SRS1909685""","Enteritidis","PDT000196037.1","2017-03-20T14:38:14Z","USA","chicken carcass","environmental/other","Brazil","PDS000218745.3",4,15,"SAMN06074172","GCA_002041845.1","gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE",,
"Salmonella enterica","CFSAN057873","""CFSAN057873"",""SE- 5346"",""SRS1909348""","Enteritidis","PDT000196043.1","2017-03-20T14:41:22Z","USA","chicken carcass","environmental/other","Brazil","PDS000218745.3",5,15,"SAMN06074210","GCA_002041955.1","gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057883","""CFSAN057883"",""SE- 3475"",""SRS1909645""","Enteritidis","PDT000196045.1","2017-03-20T14:43:19Z","USA","egg","environmental/other","Brazil","PDS000218745.3",1,10,"SAMN06074200","GCA_002042025.1","gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE",,
"Salmonella enterica","CFSAN057882","""CFSAN057882"",""SE- 3474"",""SRS1909309""","Enteritidis","PDT000196046.1","2017-03-20T14:43:13Z","USA","egg","environmental/other","Brazil","PDS000218745.3",0,9,"SAMN06074201","GCA_002042015.1","gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057881","""CFSAN057881"",""SE- 3473"",""SRS1909362""","Enteritidis","PDT000196047.1","2017-03-20T14:44:10Z","USA","egg","environmental/other","Brazil","PDS000218745.3",0,9,"SAMN06074202","GCA_002042065.1","gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057880","""CFSAN057880"",""SE- 3472"",""SRS1909579""","Enteritidis","PDT000196082.1","2017-03-20T14:55:17Z","USA","egg","environmental/other","Brazil","PDS000218745.3",1,10,"SAMN06074203","GCA_002042755.1","gyrA_D87N=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN057671","""CFSAN057671"",""SE- 86"",""SRS1875808""","Enteritidis","PDT000196086.1","2017-03-20T14:57:16Z","USA","homemade mayonnaise","environmental/other","Brazil","PDS000218745.3",0,0,"SAMN06074010","GCA_002042855.1","mdsA=COMPLETE,mdsB=COMPLETE",,
"Salmonella enterica","BCW_2682","""4"",""BCW_2682"",""SRS528687""","Enteritidis","PDT000197450.1","2017-03-22T15:38:26Z","Turkey","Chicken meat","environmental/other",,"PDS000184417.155",0,0,"SAMN02368561","GCA_002065725.1","aac(3)-VIa=COMPLETE,aadA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","antigen_formula=2:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710881","""FSIS1710881"",""SRS2070974""","Enteritidis","PDT000197578.2","2017-03-25T16:36:56Z","USA:VA","raw intact chicken","environmental/other","USA:VA","PDS000083226.1089",3,2,"SAMN06642019","GCA_009177645.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710793","""FSIS1710793"",""SRS2071014""","Enteritidis","PDT000197587.2","2017-03-25T16:36:58Z","USA:OK","comminuted chicken","environmental/other","USA:OK","PDS000030237.1646",8,6,"SAMN06642012","GCA_009177745.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710920","""FSIS1710920"",""SRS2071019""","Enteritidis","PDT000197591.2","2017-03-25T16:36:58Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000030237.1646",1,3,"SAMN06642026","GCA_009177725.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710794","""FSIS1710794"",""SRS2071021""","Enteritidis","PDT000197593.2","2017-03-25T16:36:59Z","USA:SC","raw intact chicken","environmental/other","USA:SC","PDS000083226.1089",5,2,"SAMN06642013","GCA_009177785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1711051","""FSIS1711051"",""SRS2080951""","Enteritidis","PDT000198384.2","2017-03-30T08:40:37Z","USA:IL","chicken carcass","environmental/other","USA:IL","PDS000030237.1646",4,4,"SAMN06647814","GCA_009179225.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1711054","""FSIS1711054"",""SRS2080952""","Enteritidis","PDT000198386.2","2017-03-30T08:40:37Z","USA:KY","raw intact chicken","environmental/other","USA:KY","PDS000032669.436",19,1,"SAMN06647817","GCA_009179265.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1711053","""FSIS1711053"",""SRS2080955""","Enteritidis","PDT000198389.2","2017-03-30T08:40:38Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000083226.1089",1,1,"SAMN06647816","GCA_009179365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700009","""FSIS1700009"",""SRS2119294""","Enteritidis","PDT000201628.2","2017-04-13T20:10:46Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",0,0,"SAMN06700294","GCA_009200385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700090","""FSIS1700090"",""SRS2119346""","Enteritidis","PDT000201641.2","2017-04-13T20:10:48Z","USA:SC","comminuted chicken","environmental/other","USA:SC","PDS000030237.1646",4,3,"SAMN06700282","GCA_009200705.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710963","""FSIS1710963"",""SRS2119355""","Enteritidis","PDT000201644.2","2017-04-13T20:10:49Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000030237.1646",4,3,"SAMN06700803","GCA_009200845.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710970","""FSIS1710970"",""SRS2119358""","Enteritidis","PDT000201646.2","2017-04-13T20:10:49Z","USA:KS","comminuted chicken","environmental/other","USA:KS","PDS000030237.1646",3,2,"SAMN06700810","GCA_009200785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710962","""FSIS1710962"",""SRS2119399""","Enteritidis","PDT000201660.2","2017-04-13T20:10:51Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",8,6,"SAMN06700801","GCA_009200045.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700024","""FSIS1700024"",""SRS2119417""","Enteritidis","PDT000201678.2","2017-04-13T20:10:55Z","USA:WA","raw intact chicken","environmental/other",,"PDS000032668.1668",1,4,"SAMN06701834","GCA_009200345.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700030","""FSIS1700030"",""SRS2119419""","Enteritidis","PDT000201681.2","2017-04-13T20:10:55Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000030237.1646",5,3,"SAMN06701840","GCA_009200065.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700022","""FSIS1700022"",""SRS2119423""","Enteritidis","PDT000201684.2","2017-04-13T20:10:56Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",3,0,"SAMN06701832","GCA_009200895.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700004","""FSIS1700004"",""SRS2119455""","Enteritidis","PDT000201710.2","2017-04-14T02:39:56Z","USA:SC","raw intact chicken","environmental/other","USA:SC","PDS000083226.1089",1,0,"SAMN06701470","GCA_009201185.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700084","""FSIS1700084"",""SRS2119470""","Enteritidis","PDT000201725.2","2017-04-14T02:39:59Z","USA:OK","raw intact chicken","environmental/other","USA:OK","PDS000032668.1668",9,5,"SAMN06701486","GCA_009201235.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700085","""FSIS1700085"",""SRS2119471""","Enteritidis","PDT000201726.2","2017-04-14T02:39:59Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000030237.1646",1,1,"SAMN06701487","GCA_009201265.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700102","""FSIS1700102"",""SRS2119589""","Enteritidis","PDT000201732.2","2017-04-14T03:39:53Z","USA:VA","comminuted chicken","environmental/other","USA:VA","PDS000083226.1089",2,1,"SAMN06701495","GCA_016368565.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700019","""FSIS1700019"",""SRS2119599""","Enteritidis","PDT000201737.2","2017-04-14T03:39:54Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",5,3,"SAMN06701502","GCA_009202805.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1711065","""FSIS1711065"",""SRS2119600""","Enteritidis","PDT000201738.2","2017-04-14T03:39:54Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",1,1,"SAMN06701508","GCA_009202765.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1711058","""FSIS1711058"",""SRS2119601""","Enteritidis","PDT000201739.2","2017-04-14T03:39:54Z","USA:AR","raw intact chicken","environmental/other","USA:AR","PDS000032668.1668",12,8,"SAMN06701507","GCA_009202905.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700021","""FSIS1700021"",""SRS2119602""","Enteritidis","PDT000201740.2","2017-04-14T03:39:55Z","USA:MO","raw intact chicken","environmental/other","USA:MO","PDS000032668.1668",3,7,"SAMN06701504","GCA_009201365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700077","""FSIS1700077"",""SRS2119603""","Enteritidis","PDT000201741.2","2017-04-14T03:39:55Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",4,4,"SAMN06701506","GCA_009201405.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710647","""FSIS1710647"",""SRS2120808""","Enteritidis","PDT000201798.2","2017-04-14T08:41:35Z","USA:WA","comminuted chicken","environmental/other","USA:WA","PDS000030237.1646",1,0,"SAMN06708712","GCA_009201505.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710664","""FSIS1710664"",""SRS2120886""","Enteritidis","PDT000201807.2","2017-04-14T08:41:36Z","USA:AR","raw intact chicken","environmental/other","USA:AR","PDS000032668.1668",2,3,"SAMN06708725","GCA_009202725.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710663","""FSIS1710663"",""SRS2120890""","Enteritidis","PDT000201811.2","2017-04-14T08:41:37Z","USA:IL","chicken carcass","environmental/other","USA:IL","PDS000030237.1646",4,4,"SAMN06708724","GCA_009202775.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700165","""FSIS1700165"",""SRS2120948""","Enteritidis","PDT000201822.2","2017-04-14T08:41:39Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",1,1,"SAMN06708704","GCA_009201625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710753","""FSIS1710753"",""SRS2121320""","Enteritidis","PDT000201825.2","2017-04-14T09:41:23Z","USA:GA","chicken carcass","environmental/other","USA:GA","PDS000030237.1646",0,0,"SAMN06710555","GCA_009201955.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710752","""FSIS1710752"",""SRS2121321""","Enteritidis","PDT000201826.2","2017-04-14T09:41:23Z","USA:OK","raw intact chicken","environmental/other","USA:OK","PDS000030237.1646",8,6,"SAMN06710554","GCA_009201725.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710754","""FSIS1710754"",""SRS2121335""","Enteritidis","PDT000201840.2","2017-04-14T09:41:26Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",1,1,"SAMN06710556","GCA_009201985.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710665","""FSIS1710665"",""SRS2121339""","Enteritidis","PDT000201843.2","2017-04-14T09:41:27Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000032668.1668",3,2,"SAMN06710539","GCA_009201925.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710748","""FSIS1710748"",""SRS2121338""","Enteritidis","PDT000201845.2","2017-04-14T09:41:27Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",0,0,"SAMN06710564","GCA_009202065.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710750","""FSIS1710750"",""SRS2121345""","Enteritidis","PDT000201850.2","2017-04-14T09:41:28Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",0,0,"SAMN06710566","GCA_009202085.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700185","""FSIS1700185"",""SRS2124698""","Enteritidis","PDT000201943.2","2017-04-14T18:50:39Z","USA:WA","comminuted chicken","environmental/other","USA:WA","PDS000083226.1089",1,0,"SAMN06754679","GCA_009201645.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700236","""FSIS1700236"",""SRS2124728""","Enteritidis","PDT000201948.2","2017-04-14T18:50:40Z","USA:IA","raw intact chicken","environmental/other","USA:IA","PDS000030237.1646",13,1,"SAMN06754687","GCA_009201825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700178","""FSIS1700178"",""SRS2124780""","Enteritidis","PDT000202000.2","2017-04-14T18:50:49Z","USA:MN","comminuted chicken","environmental/other","USA:MN","PDS000030237.1646",3,5,"SAMN06754672","GCA_009202485.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700256","""FSIS1700256"",""SRS2128038""","Enteritidis","PDT000203256.2","2017-04-18T15:42:07Z","USA:AR","raw intact chicken","environmental/other","USA:AR","PDS000032668.1668",1,0,"SAMN06758431","GCA_009240325.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700244","""FSIS1700244"",""SRS2129276""","Enteritidis","PDT000203301.2","2017-04-18T17:38:26Z","USA:CO","comminuted chicken","environmental/other","USA:CO","PDS000083226.1089",9,5,"SAMN06761467","GCA_009203345.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700253","""FSIS1700253"",""SRS2129373""","Enteritidis","PDT000203308.2","2017-04-18T17:38:27Z","USA:OH","chicken carcass","environmental/other","USA:OH","PDS000030237.1646",0,0,"SAMN06761477","GCA_009203935.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700246","""FSIS1700246"",""SRS2129408""","Enteritidis","PDT000203311.2","2017-04-18T17:38:27Z","USA:OH","chicken carcass","environmental/other","USA:OH","PDS000032668.1668",1,2,"SAMN06761470","GCA_009203465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700247","""FSIS1700247"",""SRS2129409""","Enteritidis","PDT000203312.2","2017-04-18T17:38:28Z","USA:OK","raw intact chicken","environmental/other","USA:OK","PDS000030237.1646",5,0,"SAMN06761471","GCA_009204145.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1700255","""FSIS1700255"",""SRS2130183""","Enteritidis","PDT000203313.2","2017-04-18T19:12:40Z","USA:GA","comminuted chicken","environmental/other","USA:GA","PDS000030237.1646",2,2,"SAMN06761479","GCA_009240305.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
